"Year","State","District","Democrat","Republican","Other","Total","Winner","Dperc","Rperc","Operc"
2016,"Texas","2","100231","168692",9313,"278236","R",0.3602373525,0.6062910623,0.03347158527
2016,"Texas","3","109420","193684",13363,"316467","R",0.3457548496,0.6120195787,0.0422255717
2016,"Texas","4","0","216643",29577,"246220","R",0,0.8798757209,0.1201242791
2016,"Texas","5","0","155469",37406,"192875","R",0,0.8060609203,0.1939390797
2016,"Texas","6","106667","159444",7185,"273296","R",0.390298431,0.5834113928,0.02629017622
2016,"Texas","7","111991","143542",0,"255533","R",0.4382643338,0.5617356662,0
2016,"Texas","8","0","236379",0,"236379","R",0,1,0
2016,"Texas","9","152032","36491",0,"188523","D",0.8064374108,0.1935625892,0
2016,"Texas","10","120170","179221",13209,"312600","R",0.3844209853,0.5733237364,0.04225527831
2016,"Texas","11","0","201871",23677,"225548","R",0,0.8950245624,0.1049754376
2016,"Texas","12","76029","196482",10604,"283115","R",0.2685445844,0.6940006711,0.03745474454
2016,"Texas","13","0","199050",22192,"221242","R",0,0.8996935482,0.1003064518
2016,"Texas","14","99054","160631",0,"259685","R",0.3814390512,0.6185609488,0
2016,"Texas","15","101712","66877",8890,"177479","D",0.5730931547,0.3768164121,0.05009043323
2016,"Texas","16","150228","0",25001,"175229","D",0.8573238448,0,0.1426761552
2016,"Texas","17","86603","149417",9708,"245728","R",0.352434399,0.6080585037,0.03950709728
2016,"Texas","18","150157","48306",5845,"204308","D",0.7349540889,0.2364371439,0.02860876716
2016,"Texas","19","0","176314",27161,"203475","R",0,0.8665143138,0.1334856862
2016,"Texas","20","149640","0",38029,"187669","D",0.7973613117,0,0.2026386883
2016,"Texas","21","129765","202967",23299,"356031","R",0.3644766888,0.5700823805,0.06544093071
2016,"Texas","22","123679","181864",0,"305543","R",0.4047842693,0.5952157307,0
2016,"Texas","23","107526","110577",10862,"228965","R",0.4696176271,0.4829428079,0.047439565
2016,"Texas","24","108389","154845",12401,"275635","R",0.3932338056,0.5617755365,0.04499065794
2016,"Texas","25","117073","180988",12135,"310196","R",0.3774162143,0.5834633587,0.03912042708
2016,"Texas","26","94507","211730",12843,"319080","R",0.2961859095,0.6635639965,0.04025009402
2016,"Texas","27","88329","142251",0,"230580","R",0.38307312,0.61692688,0
2016,"Texas","28","122086","57740",4616,"184442","D",0.6619208206,0.3130523417,0.02502683771
2016,"Texas","29","95649","31646",4687,"131982","D",0.7247124608,0.2397751208,0.03551241836
2016,"Texas","30","170502","41518",6806,"218826","D",0.7791670094,0.1897306536,0.03110233702
2016,"Texas","31","103852","166060",14676,"284588","R",0.3649205167,0.5835101972,0.05156928613
2016,"Texas","32","0","162868",66303,"229171","R",0,0.7106832889,0.2893167111
2016,"Texas","33","93147","33222",0,"126369","D",0.7371032453,0.2628967547,0
2016,"Texas","34","104638","62323",0,"166961","D",0.6267212103,0.3732787897,0
2016,"Texas","35","124612","62384",10580,"197576","D",0.6307041341,0.3157468518,0.05354901405
2016,"Texas","36","0","193675",24890,"218565","R",0,0.8861208336,0.1138791664
2016,"Utah","1","73380","182925",21146,"277451","R",0.2644791333,0.6593056071,0.07621525963
2016,"Utah","2","93778","170524",12517,"276819","R",0.3387700989,0.6160126292,0.04521727194
2016,"Utah","3","75716","209589",0,"285305","R",0.2653861657,0.7346138343,0
2016,"Utah","4","113413","147597",13559,"274569","R",0.4130582841,0.537558865,0.04938285094
2016,"Vermont","1","264414","0",56053,"320467","D",0.8250896348,0,0.1749103652
2016,"Virginia","1","140785","230213",13603,"384601","R",0.3660546904,0.5985761867,0.03536912281
2016,"Virginia","2","119440","190475",652,"310567","R",0.3845869007,0.6133137133,0.002099385962
2016,"Virginia","3","208337","103289",714,"312340","D",0.6670199142,0.3306941154,0.002285970417
2016,"Virginia","4","200136","145731",789,"346656","D",0.5773331487,0.4203908197,0.00227603157
2016,"Virginia","5","148339","207758",659,"356756","R",0.4157995941,0.582353205,0.001847200888
2016,"Virginia","6","112170","225471",768,"338409","R",0.3314628157,0.6662677411,0.002269443189
2016,"Virginia","7","160159","218057",947,"379163","R",0.4224014474,0.575100946,0.00249760657
2016,"Virginia","8","246653","98387",15636,"360676","D",0.6838630793,0.2727849926,0.04335192805
2016,"Virginia","9","87877","212838",9599,"310314","R",0.2831873522,0.685879464,0.03093318381
2016,"Virginia","10","187712","210791",1580,"400083","R",0.4691826446,0.5268681749,0.003949180545
2016,"Virginia","11","247818","0",34185,"282003","D",0.8787778853,0,0.1212221147
2016,"Washington","1","193619","155779",0,"349398","D",0.5541502813,0.4458497187,0
2016,"Washington","2","208314","117094",0,"325408","D",0.6401625037,0.3598374963,0
2016,"Washington","3","119820","193457",0,"313277","R",0.3824730191,0.6175269809,0
2016,"Washington","4","0","229919",0,"229919","R",0,1,0
2016,"Washington","5","130575","192959",0,"323534","R",0.4035897309,0.5964102691,0
2016,"Washington","6","201718","126116",0,"327834","D",0.615305307,0.384694693,0
2016,"Washington","7","378754","0",0,"378754","D",1,0,0
2016,"Washington","8","127720","193145",0,"320865","R",0.3980490237,0.6019509763,0
2016,"Washington","9","205165","76317",0,"281482","D",0.7288743152,0.2711256848,0
2016,"Washington","10","170460","120104",0,"290564","D",0.5866521661,0.4133478339,0
2016,"West Virginia","1","73534","163469",0,"237003","R",0.3102661148,0.6897338852,0
2016,"West Virginia","2","101207","140807",0,"242014","R",0.4181865512,0.5818134488,0
2016,"West Virginia","3","49708","140741",16883,"207332","R",0.2397507379,0.6788194779,0.08142978411
2016,"Wisconsin","1","107003","230072",17170,"354245","R",0.3020593092,0.649471411,0.04846927974
2016,"Wisconsin","2","273537","124044",479,"398060","D",0.6871753002,0.3116213636,0.00120333618
2016,"Wisconsin","3","257401","0",2969,"260370","D",0.9885969966,0,0.01140300342
2016,"Wisconsin","4","220181","0",66728,"286909","D",0.7674245144,0,0.2325754856
2016,"Wisconsin","5","114477","260706",15661,"390844","R",0.2928969103,0.6670333944,0.04006969533
2016,"Wisconsin","6","133072","204147",19964,"357183","R",0.3725597243,0.5715473581,0.05589291764
2016,"Wisconsin","7","138643","223418",210,"362271","R",0.3827052124,0.6167151111,0.0005796765405
2016,"Wisconsin","8","135682","227892",206,"363780","R",0.3729781736,0.6264555501,0.0005662763209
2016,"Wyoming","1","75466","156176",27146,"258788","R",0.2916132124,0.6034901155,0.1048966722
2014,"Alabama","1","48278","103758",198,"152234","R",0.3171302074,0.6815691633,0.001300629294
2014,"Alabama","2","54692","113103",157,"167952","R",0.3256406592,0.6734245499,0.0009347908926
2014,"Alabama","3","52816","103558",246,"156620","R",0.3372238539,0.6612054655,0.001570680628
2014,"Alabama","6","42291","135945",213,"178449","R",0.2369920818,0.7618142999,0.001193618345
2014,"Alaska","1","114602","142572",22567,"279741","R",0.4096718036,0.5096571471,0.08067104929
2014,"Arizona","1","97391","87723",0,"185114","D",0.5261136381,0.4738863619,0
2014,"Arizona","2","109543","109704",104,"219351","R",0.4993959453,0.5001299287,0.0004741259443
2014,"Arizona","3","58192","46185",51,"104428","D",0.5572451833,0.442266442,0.0004883747654
2014,"Arizona","4","45179","122560",7440,"175179","R",0.2579019175,0.6996272384,0.04247084411
2014,"Arizona","5","54596","124867",0,"179463","R",0.3042186969,0.6957813031,0
2014,"Arizona","6","70198","129578",0,"199776","R",0.3513835496,0.6486164504,0
2014,"Arizona","9","88609","67841",5612,"162062","D",0.546759882,0.4186113956,0.03462872234
2014,"Arkansas","1","63555","124139",8562,"196256","R",0.323837233,0.6325360753,0.04362669167
2014,"Arkansas","2","103477","123073",10780,"237330","R",0.4360047192,0.5185732946,0.04542198626
2014,"Arkansas","4","87742","110789",7600,"206131","R",0.4256613513,0.5374688911,0.03686975758
2014,"California","1","84320","132052",0,"216372","R",0.3896992217,0.6103007783,0
2014,"California","2","163124","54400",0,"217524","D",0.7499126533,0.2500873467,0
2014,"California","3","79224","71036",0,"150260","D",0.5272461067,0.4727538933,0
2014,"California","6","97008","36448",0,"133456","D",0.72689126,0.27310874,0
2014,"California","7","92521","91066",0,"183587","D",0.5039626989,0.4960373011,0
2014,"California","8","37056","77480",0,"114536","R",0.3235314661,0.6764685339,0
2014,"California","9","63475","57729",0,"121204","D",0.5237038382,0.4762961618,0
2014,"California","10","55123","70582",0,"125705","R",0.4385107991,0.5614892009,0
2014,"California","11","117502","57160",0,"174662","D",0.672739348,0.327260652,0
2014,"California","12","160067","32197",0,"192264","D",0.8325375525,0.1674624475,0
2014,"California","13","168491","21940",0,"190431","D",0.8847876659,0.1152123341,0
2014,"California","14","114389","34757",0,"149146","D",0.7669598916,0.2330401084,0
2014,"California","15","99756","43150",0,"142906","D",0.6980532658,0.3019467342,0
2014,"California","16","46277","44943",0,"91220","D",0.507311993,0.492688007,0
2014,"California","18","133060","63326",0,"196386","D",0.6775432057,0.3224567943,0
2014,"California","21","33470","45907",0,"79377","R",0.4216586669,0.5783413331,0
2014,"California","22","37289","96053",0,"133342","R",0.2796493228,0.7203506772,0
2014,"California","23","33726","100317",0,"134043","R",0.251605828,0.748394172,0
2014,"California","24","103228","95566",0,"198794","D",0.5192712054,0.4807287946,0
2014,"California","26","87176","82653",0,"169829","D",0.5133163358,0.4866836642,0
2014,"California","27","75728","51852",0,"127580","D",0.5935726603,0.4064273397,0
2014,"California","29","50096","17045",0,"67141","D",0.746131276,0.253868724,0
2014,"California","30","86568","45315",0,"131883","D",0.6563999909,0.3436000091,0
2014,"California","31","51622","48162",0,"99784","D",0.5173374489,0.4826625511,0
2014,"California","32","50353","34053",0,"84406","D",0.5965571168,0.4034428832,0
2014,"California","33","108331","74700",0,"183031","D",0.5918724151,0.4081275849,0
2014,"California","36","72682","61457",0,"134139","D",0.5418409262,0.4581590738,0
2014,"California","37","96787","18051",0,"114838","D",0.8428133545,0.1571866455,0
2014,"California","38","58192","40288",0,"98480","D",0.5909017059,0.4090982941,0
2014,"California","39","41906","91319",0,"133225","R",0.3145505723,0.6854494277,0
2014,"California","41","46948","35936",0,"82884","D",0.5664301916,0.4335698084,0
2014,"California","42","38850","74540",0,"113390","R",0.3426228062,0.6573771938,0
2014,"California","43","69681","28521",0,"98202","D",0.7095680332,0.2904319668,0
2014,"California","45","56819","106083",0,"162902","R",0.3487925256,0.6512074744,0
2014,"California","46","49738","33577",0,"83315","D",0.5969873372,0.4030126628,0
2014,"California","47","69091","54309",0,"123400","D",0.5598946515,0.4401053485,0
2014,"California","48","62713","112082",0,"174795","R",0.3587802855,0.6412197145,0
2014,"California","49","64981","98161",0,"163142","R",0.3983094482,0.6016905518,0
2014,"California","50","45302","111997",0,"157299","R",0.287999288,0.712000712,0
2014,"California","51","56373","25577",0,"81950","D",0.687895058,0.312104942,0
2014,"California","52","98826","92746",0,"191572","D",0.5158687073,0.4841312927,0
2014,"California","53","87104","60940",0,"148044","D",0.588365621,0.411634379,0
2014,"Colorado","1","183281","80682",14531,"278494","D",0.658114717,0.2897082163,0.05217706665
2014,"Colorado","2","196300","149645",0,"345945","D",0.5674312391,0.4325687609,0
2014,"Colorado","3","100364","163011",17766,"281141","R",0.3569881305,0.5798193789,0.0631924906
2014,"Colorado","4","83727","185292",17488,"286507","R",0.2922336976,0.6467276541,0.06103864827
2014,"Colorado","5","105673","157182",0,"262855","R",0.4020201252,0.5979798748,0
2014,"Colorado","6","118847","143467",14126,"276440","R",0.4299196932,0.5189806106,0.05109969614
2014,"Colorado","7","148225","120918",0,"269143","D",0.5507295378,0.4492704622,0
2014,"Connecticut","1","135825","78609",3447,"217881","D",0.62339075,0.3607886874,0.0158205626
2014,"Connecticut","2","141948","80837",5151,"227936","D",0.6227537554,0.3546477959,0.02259844869
2014,"Connecticut","3","140485","69454",0,"209939","D",0.6691705686,0.3308294314,0
2014,"Connecticut","4","106873","91922",5,"198800","D",0.5375905433,0.4623843058,2.515090543e-05
2014,"Connecticut","5","113564","97767",1970,"213301","D",0.5324119437,0.4583522815,0.009235774797
2014,"Delaware","1","137251","85146",9220,"231617","D",0.5925774015,0.3676155032,0.03980709533
2014,"Florida","1","54976","165086",15281,"235343","R",0.2335994697,0.7014697697,0.06493076063
2014,"Florida","2","126096","123262",422,"249780","D",0.5048282489,0.4934822644,0.001689486748
2014,"Florida","3","73910","148691",6208,"228809","R",0.3230205106,0.6498476896,0.02713179989
2014,"Florida","5","112340","59237",0,"171577","D",0.6547497625,0.3452502375,0
2014,"Florida","6","99563","166254",0,"265817","R",0.3745546748,0.6254453252,0
2014,"Florida","7","73011","144474",9679,"227164","R",0.3214021588,0.6359898575,0.04260798366
2014,"Florida","8","93724","180728",61,"274513","R",0.3414191678,0.6583586205,0.0002222116985
2014,"Florida","9","93850","74963",5065,"173878","D",0.5397462589,0.4311241215,0.02912961962
2014,"Florida","10","89426","143128",20,"232574","R",0.3845055767,0.6154084291,8.59941352e-05
2014,"Florida","11","90786","181508",0,"272294","R",0.33341168,0.66658832,0
2014,"Florida","15","84832","128750",0,"213582","R",0.3971870289,0.6028129711,0
2014,"Florida","16","105483","169126",220,"274829","R",0.3838132075,0.6153862948,0.0008004977641
2014,"Florida","17","82263","141493",0,"223756","R",0.3676460073,0.6323539927,0
2014,"Florida","18","151478","101896",0,"253374","D",0.5978435041,0.4021564959,0
2014,"Florida","19","80824","159354",6683,"246861","R",0.3274069213,0.6455211637,0.02707191496
2014,"Florida","20","128498","28968",0,"157466","D",0.8160364777,0.1839635223,0
2014,"Florida","22","125404","90685",7,"216096","D",0.5803161558,0.4196514512,3.239301051e-05
2014,"Florida","23","103269","61519",0,"164788","D",0.6266779134,0.3733220866,0
2014,"Florida","24","129192","15239",5487,"149918","D",0.8617510906,0.1016489014,0.036600008
2014,"Florida","26","78306","83031",0,"161337","R",0.4853567378,0.5146432622,0
2014,"Georgia","1","61175","95337",0,"156512","R",0.3908645982,0.6091354018,0
2014,"Georgia","2","96363","66537",0,"162900","D",0.5915469613,0.4084530387,0
2014,"Georgia","6","71486","139018",0,"210504","R",0.339594497,0.660405503,0
2014,"Georgia","7","60112","113557",0,"173669","R",0.3461297065,0.6538702935,0
2014,"Georgia","9","34988","146059",0,"181047","R",0.1932536855,0.8067463145,0
2014,"Georgia","10","65777","130703",0,"196480","R",0.3347770765,0.6652229235,0
2014,"Georgia","12","75478","91336",0,"166814","R",0.4524680183,0.5475319817,0
2014,"Hawaii","1","93390","86454",2424,"182268","D",0.5123773784,0.4743235236,0.01329909803
2014,"Hawaii","2","142010","33630",11795,"187435","D",0.7576493184,0.1794221997,0.06292848187
2014,"Idaho","1","77277","143580",7,"220864","R",0.3498849971,0.6500833092,3.169371197e-05
2014,"Idaho","2","82801","131492",0,"214293","R",0.3863915294,0.6136084706,0
2014,"Illinois","1","162268","59749",0,"222017","D",0.7308809686,0.2691190314,0
2014,"Illinois","2","160337","43799",130,"204266","D",0.7849421832,0.2144213917,0.0006364250536
2014,"Illinois","3","116764","64091",0,"180855","D",0.6456221835,0.3543778165,0
2014,"Illinois","4","79666","22278",0,"101944","D",0.7814682571,0.2185317429,0
2014,"Illinois","5","116364","56350",11305,"184019","D",0.6323477467,0.3062183796,0.06143387368
2014,"Illinois","6","78465","160287",0,"238752","R",0.3286464616,0.6713535384,0
2014,"Illinois","7","155110","27168",0,"182278","D",0.85095294,0.14904706,0
2014,"Illinois","8","84178","66878",0,"151056","D",0.5572635314,0.4427364686,0
2014,"Illinois","9","141000","72384",66,"213450","D",0.6605762474,0.3391145467,0.000309205903
2014,"Illinois","10","91136","95992",0,"187128","R",0.4870249241,0.5129750759,0
2014,"Illinois","11","93436","81335",1,"174772","D",0.534616529,0.4653777493,5.721740325e-06
2014,"Illinois","12","87860","110038",11840,"209738","R",0.4189035845,0.5246450333,0.0564513822
2014,"Illinois","13","86935","123337",0,"210272","R",0.4134406863,0.5865593137,0
2014,"Illinois","14","76861","145369",0,"222230","R",0.3458623948,0.6541376052,0
2014,"Illinois","15","55652","166274",0,"221926","R",0.2507682741,0.7492317259,0
2014,"Illinois","16","63810","153388",0,"217198","R",0.2937872356,0.7062127644,0
2014,"Illinois","17","110560","88785",16,"199361","D",0.5545718571,0.4453478865,8.025641926e-05
2014,"Illinois","18","62377","184363",0,"246740","R",0.2528045716,0.7471954284,0
2014,"Indiana","1","86579","51000",4714,"142293","D",0.6084557919,0.3584153823,0.03312882573
2014,"Indiana","2","55590","85583",4027,"145200","R",0.3828512397,0.5894146006,0.02773415978
2014,"Indiana","3","39771","97892",11130,"148793","R",0.2672908,0.657907294,0.074801906
2014,"Indiana","4","47056","94998",0,"142054","R",0.3312543117,0.6687456883,0
2014,"Indiana","5","49756","105277",6407,"161440","R",0.3082011893,0.6521122398,0.03968657086
2014,"Indiana","6","45509","102187",7375,"155071","R",0.2934720225,0.6589691174,0.04755886014
2014,"Indiana","7","61443","46887",3931,"112261","D",0.5473227568,0.4176606301,0.03501661307
2014,"Indiana","8","61384","103344",6587,"171315","R",0.3583107142,0.6032396463,0.03844963955
2014,"Indiana","9","55016","101594",6777,"163387","R",0.3367220158,0.621799776,0.04147820818
2014,"Iowa","1","141145","147762",399,"289306","R",0.4878744305,0.5107464069,0.001379162548
2014,"Iowa","2","143431","129455",443,"273329","D",0.5247558803,0.4736233623,0.001620757402
2014,"Iowa","3","119109","148814",14143,"282066","R",0.4222735105,0.5275857423,0.0501407472
2014,"Iowa","4","105504","169834",295,"275633","R",0.3827698425,0.6161598938,0.00107026372
2014,"Kansas","1","65397","138764",0,"204161","R",0.3203207273,0.6796792727,0
2014,"Kansas","2","87153","128742",9791,"225686","R",0.3861692794,0.5704474358,0.04338328474
2014,"Kansas","3","89584","134493",0,"224077","R",0.3997911432,0.6002088568,0
2014,"Kansas","4","69396","138757",0,"208153","R",0.3333893818,0.6666106182,0
2014,"Kentucky","1","63596","173022",0,"236618","R",0.2687707613,0.7312292387,0
2014,"Kentucky","2","69898","156936",0,"226834","R",0.3081460451,0.6918539549,0
2014,"Kentucky","3","157056","87981",2318,"247355","D",0.634941683,0.3556871703,0.009371146732
2014,"Kentucky","4","71694","150464",0,"222158","R",0.322716265,0.677283735,0
2014,"Kentucky","5","47617","171350",0,"218967","R",0.217461992,0.782538008,0
2014,"Kentucky","6","98290","147404",0,"245694","R",0.4000504693,0.5999495307,0
2014,"Louisiana","1","46047","189250",8707,"244004","R",0.1887141194,0.7756020393,0.03568384125
2014,"Louisiana","5","75006","247211",3856,"326073","R",0.2300282452,0.758146182,0.0118255728
2014,"Louisiana","6","95127","234200",3561,"332888","R",0.2857627791,0.7035399293,0.01069729158
2014,"Maine","1","186674","94751",40562,"321987","D",0.5797563256,0.2942696444,0.12597403
2014,"Maine","2","118568","133320",43121,"295009","R",0.401913162,0.451918416,0.146168422
2014,"Maryland","1","73843","176342",233,"250418","R",0.2948789624,0.7041905933,0.0009304442971
2014,"Maryland","2","120412","70411",5531,"196354","D",0.6132393534,0.3585921346,0.02816851197
2014,"Maryland","3","128594","87029",323,"215946","D",0.5954914655,0.4030127902,0.001495744306
2014,"Maryland","4","134628","54217",2992,"191837","D",0.7017832848,0.2826201411,0.01559657417
2014,"Maryland","5","144725","80752",563,"226040","D",0.6402627853,0.357246505,0.002490709609
2014,"Maryland","6","94704","91930",3902,"190536","D",0.4970399295,0.482481001,0.02047906957
2014,"Maryland","7","144639","55860",6310,"206809","D",0.6993844562,0.2701042991,0.03051124468
2014,"Maryland","8","136722","87859",516,"225097","D",0.6073914801,0.3903161748,0.002292345078
2014,"Massachusetts","3","139104","81638",10047,"230789","D",0.6027323659,0.3537343634,0.04353327065
2014,"Massachusetts","6","149638","111989",17292,"278919","D",0.5364926735,0.4015108329,0.06199649361
2014,"Massachusetts","9","140413","114971",9168,"264552","D",0.5307576582,0.4345875291,0.03465481266
2014,"Michigan","1","113263","130414",6454,"250131","R",0.4528147251,0.5213827954,0.0258024795
2014,"Michigan","2","70851","135568",6653,"213072","R",0.3325214012,0.6362544117,0.03122418713
2014,"Michigan","3","84720","125754",6691,"217165","R",0.390118113,0.5790712131,0.03081067391
2014,"Michigan","4","85777","123962",9684,"219423","R",0.390920733,0.5649453339,0.04413393309
2014,"Michigan","5","148182","69222",4734,"222138","D",0.6670718202,0.3116171029,0.0213110769
2014,"Michigan","6","84391","116801",7784,"208976","R",0.4038310619,0.5589206416,0.03724829646
2014,"Michigan","7","92083","119564",12038,"223685","R",0.4116637235,0.5345195252,0.05381675123
2014,"Michigan","8","102269","132739",8117,"243125","R",0.4206437018,0.5459701799,0.03338611825
2014,"Michigan","9","136342","81470",7945,"225757","D",0.6039325469,0.3608747459,0.0351927072
2014,"Michigan","10","67143","157069",4480,"228692","R",0.2935957532,0.6868145803,0.01958966645
2014,"Michigan","11","101681","140435",9122,"251238","R",0.4047198274,0.5589719708,0.03630820178
2014,"Michigan","12","134346","64716",7598,"206660","D",0.6500822607,0.3131520372,0.03676570212
2014,"Michigan","13","132710","27234",7003,"166947","D",0.7949229396,0.163129616,0.0419474444
2014,"Michigan","14","165272","41801",5395,"212468","D",0.777867726,0.196740215,0.02539205904
2014,"Minnesota","1","122851","103536",308,"226695","D",0.5419219656,0.4567193807,0.001358653698
2014,"Minnesota","2","95565","137778",12505,"245848","R",0.3887157919,0.5604194462,0.05086476197
2014,"Minnesota","3","101846","167515",224,"269585","R",0.3777880817,0.6213810116,0.0008309067641
2014,"Minnesota","4","147857","79492",14288,"241637","D",0.6118971846,0.328972798,0.05913001734
2014,"Minnesota","5","167079","56577",12354,"236010","D",0.7079318673,0.2397228931,0.05234523961
2014,"Minnesota","6","90926","133328",12592,"236846","R",0.3839034647,0.5629311874,0.05316534795
2014,"Minnesota","7","130546","109955",334,"240835","D",0.5420557643,0.4565573941,0.001386841614
2014,"Minnesota","8","129090","125358",11635,"266083","D",0.4851493707,0.4711236719,0.04372695738
2014,"Mississippi","1","43713","102622",4776,"151111","R",0.2892774186,0.6791166758,0.03160590559
2014,"Mississippi","3","47744","117771",5431,"170946","R",0.2792928761,0.6889368573,0.03177026663
2014,"Mississippi","4","37869","108776",8931,"155576","R",0.2434115802,0.6991823932,0.05740602664
2014,"Missouri","1","119315","35273",8906,"163494","D",0.7297821327,0.2157449203,0.05447294702
2014,"Missouri","2","75384","148191",7542,"231117","R",0.3261724581,0.6411947196,0.03263282234
2014,"Missouri","3","52021","130940",8659,"191620","R",0.2714800125,0.6833315938,0.0451883937
2014,"Missouri","4","46464","120014",9808,"176286","R",0.263571696,0.6807914412,0.05563686283
2014,"Missouri","5","79256","69071",5308,"153635","D",0.5158720344,0.4495785466,0.03454941908
2014,"Missouri","6","55157","124616",7197,"186970","R",0.2950045462,0.6665026475,0.03849280633
2014,"Missouri","7","47282","104054",12621,"163957","R",0.28838049,0.6346420098,0.0769775002
2014,"Missouri","8","38721","106124",14379,"159224","R",0.2431857006,0.6665075617,0.09030673768
2014,"Montana","1","148690","203871",15402,"367963","R",0.4040895416,0.554052989,0.04185746937
2014,"Nebraska","1","55838","123219",0,"179057","R",0.3118448315,0.6881551685,0
2014,"Nebraska","2","83872","78157",9480,"171509","D",0.4890238996,0.4557020331,0.05527406725
2014,"Nebraska","3","45524","139440",0,"184964","R",0.24612357,0.75387643,0
2014,"Nevada","1","45643","30413",4243,"80299","D",0.5684130562,0.3787469333,0.05284001046
2014,"Nevada","2","52016","122402",11792,"186210","R",0.2793405295,0.6573331185,0.06332635197
2014,"Nevada","3","52644","88528",4547,"145719","R",0.3612706648,0.6075254428,0.03120389242
2014,"Nevada","4","59844","63466",7471,"130781","R",0.4575894052,0.4852845597,0.05712603513
2014,"New Hampshire","1","116769","125508",459,"242736","R",0.4810534902,0.5170555665,0.001890943247
2014,"New Hampshire","2","130700","106871",613,"238184","D",0.5487354314,0.448690928,0.002573640547
2014,"New Jersey","1","93315","64073",5104,"162492","D",0.5742744258,0.394314797,0.03141077715
2014,"New Jersey","2","66026","108875",2247,"177148","R",0.3727165986,0.6145990923,0.01268430917
2014,"New Jersey","3","82537","100471",3095,"186103","R",0.4435017168,0.5398677077,0.01663057554
2014,"New Jersey","4","54415","118826",1608,"174849","R",0.3112113881,0.6795921052,0.0091965067
2014,"New Jersey","5","81808","104678",2435,"188921","R",0.4330275618,0.5540834529,0.01288898534
2014,"New Jersey","6","72190","46891",1376,"120457","D",0.5993009954,0.3892758412,0.01142316345
2014,"New Jersey","7","68232","104287",3478,"175997","R",0.3876884265,0.592549873,0.01976170048
2014,"New Jersey","8","61510","15141",2867,"79518","D",0.7735355517,0.1904097186,0.03605472975
2014,"New Jersey","9","82498","36246",1715,"120459","D",0.6848637296,0.3008990611,0.01423720934
2014,"New Jersey","10","95734","14154",2235,"112123","D",0.8538301687,0.1262363654,0.01993346593
2014,"New Jersey","11","65477","109455",0,"174932","R",0.3742997279,0.6257002721,0
2014,"New Jersey","12","90430","54168",3768,"148366","D",0.6095062211,0.3650971247,0.02539665422
2014,"New Mexico","1","105474","74558",0,"180032","D",0.5858625133,0.4141374867,0
2014,"New Mexico","2","52499","95209",69,"147777","R",0.3552582608,0.6442748195,0.0004669197507
2014,"New Mexico","3","113249","70775",52,"184076","D",0.6152295791,0.3844879289,0.0002824920142
2014,"New York","1","78722","94035",3962,"176719","R",0.4454642681,0.5321159581,0.02241977377
2014,"New York","2","41814","95177",9626,"146617","R",0.2851920309,0.649153918,0.06565405103
2014,"New York","3","90032","74269",6862,"171163","D",0.5260015307,0.4339080292,0.04009044011
2014,"New York","4","89793","80127",5385,"175305","D",0.512210148,0.4570719603,0.03071789167
2014,"New York","7","56593","5713",6216,"68522","D",0.8259099267,0.08337468258,0.09071539068
2014,"New York","11","45244","58886",6869,"110999","R",0.4076072757,0.5305092839,0.06188344039
2014,"New York","12","90603","22731",4086,"117420","D",0.7716147164,0.1935871231,0.03479816045
2014,"New York","17","98150","75781",7743,"181674","D",0.540253421,0.4171262811,0.0426202979
2014,"New York","18","88993","85660",12062,"186715","D",0.4766248025,0.4587740674,0.06460113006
2014,"New York","19","72470","131594",6287,"210351","R",0.3445193985,0.6255924621,0.02988813935
2014,"New York","20","125111","79104",7750,"211965","D",0.5902436723,0.3731936876,0.03656264006
2014,"New York","21","59063","96226",26269,"181558","R",0.3253120215,0.530001432,0.1446865464
2014,"New York","23","70242","113130",7182,"190554","R",0.3686199188,0.5936899776,0.03769010359
2014,"New York","24","80304","118474",4639,"203417","R",0.3947752646,0.5824193651,0.02280537025
2014,"New York","25","96803","95932",3781,"196516","D",0.4925960227,0.4881638136,0.01924016365
2014,"New York","26","113210","52909",7792,"173911","D",0.6509651488,0.3042303247,0.04480452645
2014,"New York","27","58911","144675",11561,"215147","R",0.2738174365,0.6724472105,0.05373535304
2014,"North Carolina","1","154333","55990",0,"210323","D",0.7337904081,0.2662095919,0
2014,"North Carolina","2","85479","122128",0,"207607","R",0.4117346718,0.5882653282,0
2014,"North Carolina","3","66182","139415",0,"205597","R",0.3219015842,0.6780984158,0
2014,"North Carolina","4","169946","57416",0,"227362","D",0.7474687943,0.2525312057,0
2014,"North Carolina","5","88973","139279",0,"228252","R",0.3898016228,0.6101983772,0
2014,"North Carolina","6","103758","147312",0,"251070","R",0.4132632334,0.5867367666,0
2014,"North Carolina","7","84054","134431",8019,"226504","R",0.3710927842,0.5935038675,0.03540334829
2014,"North Carolina","8","65854","121568",0,"187422","R",0.3513675022,0.6486324978,0
2014,"North Carolina","10","85292","133504",0,"218796","R",0.3898243112,0.6101756888,0
2014,"North Carolina","11","85342","144682",0,"230024","R",0.3710134595,0.6289865405,0
2014,"North Carolina","12","130096","42568",0,"172664","D",0.753463374,0.246536626,0
2014,"North Carolina","13","114718","153991",0,"268709","R",0.426922805,0.573077195,0
2014,"North Dakota","1","95678","138100",14892,"248670","R",0.3847589174,0.5553544859,0.05988659669
2014,"Ohio","1","72604","124779",0,"197383","R",0.3678330961,0.6321669039,0
